employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score,performance_score
21153,Technology,region_7,Masters,Male,sourcing,1 ,37 ,3 ,10 ,0 ,0 ,81 ,16 
41632,Sales & Marketing,region_31,Bachelors,Male,sourcing,2 ,33 ,3 ,9 ,0 ,0 ,47 ,9 
53041,Operations,region_15,NIL,Male,other,1 ,30 ,4 ,2 ,1 ,0 ,64 ,13 
11480,Sales & Marketing,region_21,NIL,Male,sourcing,1 ,33 ,3 ,7 ,0 ,0 ,49 ,10 
3666,Sales & Marketing,region_17,Bachelors,Male,other,1 ,26 ,3 ,3 ,0 ,0 ,43 ,9 
68914,Operations,region_25,Bachelors,Female,sourcing,1 ,27 ,5 ,3 ,1 ,0 ,60 ,13 
10105,Operations,region_19,Bachelors,Male,other,1 ,36 ,4 ,4 ,1 ,0 ,58 ,12 
54417,R&D,region_22,Masters,Male,other,2 ,33 ,3 ,9 ,1 ,0 ,90 ,19 
17485,Procurement,region_2,Masters,Male,sourcing,1 ,44 ,1 ,5 ,0 ,0 ,74 ,15 
63485,Procurement,region_14,Bachelors,Female,other,1 ,29 ,5 ,2 ,1 ,0 ,70 ,15 
33678,Sales & Marketing,region_15,Masters,Male,other,2 ,35 ,3 ,3 ,0 ,0 ,53 ,11 
21026,Technology,region_27,Bachelors,Male,other,1 ,44 ,1 ,4 ,1 ,0 ,79 ,16 
20407,Sales & Marketing,region_25,Bachelors,Male,sourcing,2 ,29 ,3 ,6 ,0 ,0 ,47 ,9 
68933,Operations,region_14,Bachelors,Male,sourcing,1 ,30 ,3 ,2 ,1 ,0 ,58 ,12 
7866,Procurement,region_2,Masters,Female,other,1 ,40 ,5 ,11 ,1 ,0 ,72 ,15 
51363,Analytics,region_31,Masters,Male,other,1 ,37 ,3 ,9 ,0 ,0 ,83 ,17 
37310,Sales & Marketing,region_11,Bachelors,Male,other,1 ,24 ,,1 ,0 ,0 ,45 ,9 
38712,Operations,region_7,Masters,Male,other,1 ,38 ,3 ,4 ,0 ,0 ,64 ,13 
24250,Operations,region_22,Masters,Female,other,1 ,50 ,4 ,17 ,0 ,0 ,59 ,12 
73208,Sales & Marketing,region_2,Masters,Male,other,1 ,37 ,1 ,12 ,0 ,0 ,48 ,10 
4022,Analytics,region_14,Bachelors,Male,sourcing,1 ,27 ,5 ,4 ,1 ,0 ,81 ,17 
6411,Operations,region_32,Bachelors,Male,other,1 ,35 ,3 ,6 ,0 ,0 ,74 ,15 
69607,Operations,region_20,Masters,Female,other,1 ,33 ,5 ,3 ,0 ,0 ,75 ,15 
72483,Sales & Marketing,region_11,Bachelors,Male,other,1 ,24 ,1 ,2 ,0 ,0 ,47 ,9 
13350,Sales & Marketing,region_12,Bachelors,Male,sourcing,1 ,25 ,,1 ,0 ,0 ,50 ,10 
15192,Technology,region_22,Masters,Male,other,1 ,43 ,1 ,12 ,0 ,0 ,78 ,16 
66704,Sales & Marketing,region_31,Bachelors,Male,other,1 ,33 ,5 ,3 ,1 ,0 ,52 ,11 
60756,Procurement,region_10,Masters,Female,other,1 ,45 ,3 ,17 ,0 ,0 ,73 ,15 
36333,Sales & Marketing,region_19,Bachelors,Male,sourcing,3 ,35 ,4 ,7 ,1 ,0 ,51 ,11 
15436,Procurement,region_7,Bachelors,Female,other,2 ,40 ,3 ,10 ,0 ,0 ,70 ,14 
46344,Operations,region_26,Bachelors,Male,other,1 ,28 ,3 ,4 ,0 ,0 ,90 ,18 
11910,Procurement,region_2,Bachelors,Male,other,1 ,36 ,4 ,9 ,0 ,0 ,63 ,13 
19336,Operations,region_4,Bachelors,Male,other,1 ,40 ,,1 ,1 ,0 ,62 ,13 
22213,Procurement,region_34,Bachelors,Male,other,1 ,28 ,3 ,5 ,1 ,0 ,68 ,14 
54450,HR,region_25,Bachelors,Female,other,1 ,26 ,3 ,2 ,0 ,0 ,50 ,10 
28980,Procurement,region_15,Masters,Female,sourcing,1 ,35 ,1 ,10 ,0 ,0 ,67 ,13 
33601,Operations,region_2,Masters,Male,other,1 ,42 ,5 ,12 ,0 ,0 ,74 ,15 
56936,Operations,region_15,Bachelors,Female,other,1 ,33 ,4 ,5 ,1 ,0 ,57 ,12 
64345,Sales & Marketing,region_22,Masters,Male,sourcing,1 ,46 ,4 ,5 ,0 ,0 ,47 ,9 
20309,Finance,region_13,Masters,Male,other,2 ,33 ,5 ,7 ,1 ,0 ,57 ,12 
21959,Technology,region_22,Bachelors,Male,other,1 ,24 ,,1 ,0 ,0 ,82 ,16 
34467,Procurement,region_8,Masters,Female,other,1 ,31 ,3 ,5 ,0 ,0 ,67 ,13 
12221,HR,region_15,Bachelors,Male,other,1 ,30 ,3 ,7 ,0 ,0 ,44 ,9 
22778,Sales & Marketing,region_13,Bachelors,Male,other,1 ,34 ,2 ,8 ,0 ,0 ,49 ,10 
71875,Analytics,region_21,Bachelors,Male,other,1 ,26 ,3 ,3 ,0 ,0 ,87 ,17 
181,Legal,region_2,Bachelors,Male,sourcing,1 ,43 ,5 ,6 ,0 ,0 ,58 ,12 
13901,Sales & Marketing,region_4,Masters,Female,other,1 ,36 ,4 ,3 ,1 ,0 ,48 ,10 
29067,Operations,region_2,Bachelors,Female,sourcing,1 ,33 ,4 ,9 ,1 ,0 ,55 ,12 
22425,Operations,region_10,Bachelors,Female,other,2 ,31 ,,1 ,0 ,0 ,58 ,12 
26558,Technology,region_7,Masters,Male,sourcing,1 ,47 ,5 ,15 ,1 ,0 ,80 ,17 
31777,Sales & Marketing,region_2,Masters,Male,other,2 ,36 ,5 ,4 ,1 ,0 ,49 ,10 
60992,Procurement,region_11,Bachelors,Male,sourcing,1 ,36 ,5 ,8 ,1 ,0 ,67 ,14 
54607,Sales & Marketing,region_11,Bachelors,Male,sourcing,1 ,47 ,3 ,11 ,0 ,0 ,50 ,10 
35201,Technology,region_4,Masters,Male,sourcing,1 ,42 ,4 ,3 ,0 ,0 ,83 ,17 
59719,Operations,region_14,Bachelors,Male,sourcing,1 ,41 ,3 ,3 ,0 ,0 ,62 ,12 
11104,Procurement,region_22,Bachelors,Male,referred,3 ,27 ,5 ,3 ,1 ,0 ,67 ,14 
49810,Analytics,region_3,Bachelors,Male,other,2 ,30 ,3 ,2 ,1 ,1 ,84 ,18 
35790,R&D,region_2,Bachelors,Male,sourcing,2 ,33 ,5 ,10 ,1 ,0 ,85 ,18 
40170,Analytics,region_11,Bachelors,Male,other,2 ,26 ,5 ,3 ,0 ,0 ,82 ,16 
13742,Operations,region_2,Bachelors,Male,sourcing,1 ,30 ,4 ,4 ,1 ,0 ,57 ,12 
22654,Operations,region_14,Bachelors,Male,other,1 ,32 ,1 ,3 ,1 ,0 ,58 ,12 
54593,Analytics,region_22,NIL,Female,sourcing,1 ,29 ,1 ,2 ,0 ,0 ,86 ,17 
10676,Technology,region_31,Bachelors,Female,sourcing,1 ,32 ,3 ,4 ,0 ,0 ,77 ,15 
43696,Sales & Marketing,region_2,NIL,Female,sourcing,1 ,33 ,1 ,6 ,1 ,0 ,49 ,10 
415,Operations,region_27,Bachelors,Female,sourcing,2 ,28 ,5 ,3 ,1 ,1 ,60 ,13 
50537,Technology,region_2,Bachelors,Male,sourcing,1 ,30 ,3 ,6 ,1 ,0 ,81 ,17 
19443,Procurement,region_2,Below Secondary,Male,sourcing,2 ,22 ,,1 ,1 ,0 ,70 ,15 
50237,Finance,region_2,Below Secondary,Male,sourcing,2 ,25 ,,1 ,0 ,0 ,61 ,12 
26609,Operations,region_2,Bachelors,Male,sourcing,1 ,55 ,3 ,4 ,0 ,0 ,54 ,11 
18739,Procurement,region_19,Bachelors,Male,other,1 ,38 ,3 ,5 ,0 ,0 ,71 ,14 
14194,Operations,region_7,Masters,Female,other,1 ,55 ,5 ,14 ,1 ,0 ,93 ,19 
31998,Sales & Marketing,region_23,Masters,Male,sourcing,2 ,35 ,1 ,5 ,0 ,0 ,47 ,9 
68410,Sales & Marketing,region_2,Bachelors,Male,other,1 ,29 ,4 ,2 ,0 ,0 ,58 ,12 
59511,Sales & Marketing,region_26,Bachelors,Male,other,2 ,34 ,3 ,3 ,0 ,0 ,52 ,10 
41326,Procurement,region_12,Bachelors,Male,sourcing,1 ,29 ,5 ,2 ,1 ,0 ,74 ,15 
30387,Analytics,region_32,Bachelors,Male,sourcing,1 ,27 ,5 ,3 ,0 ,0 ,78 ,16 
37823,Procurement,region_2,Bachelors,Male,sourcing,1 ,47 ,2 ,18 ,0 ,0 ,71 ,14 
25982,Sales & Marketing,region_4,Bachelors,Male,sourcing,1 ,53 ,4 ,7 ,0 ,0 ,50 ,10 
21358,Procurement,region_17,Bachelors,Male,other,1 ,27 ,,1 ,0 ,0 ,68 ,14 
57509,Operations,region_29,Bachelors,Male,other,1 ,31 ,3 ,5 ,0 ,0 ,69 ,14 
31377,Operations,region_7,Bachelors,Female,sourcing,1 ,38 ,4 ,3 ,0 ,0 ,62 ,12 
36038,Analytics,region_16,Bachelors,Male,other,1 ,26 ,4 ,4 ,0 ,0 ,88 ,18 
28713,Analytics,region_7,Bachelors,Female,other,1 ,34 ,1 ,4 ,0 ,0 ,86 ,17 
19744,Analytics,region_22,Bachelors,Male,sourcing,2 ,28 ,3 ,6 ,0 ,0 ,88 ,18 
55928,Sales & Marketing,region_13,Bachelors,Male,other,1 ,46 ,5 ,16 ,1 ,0 ,51 ,11 
31749,Legal,region_2,Masters,Male,other,1 ,45 ,1 ,15 ,0 ,0 ,63 ,13 
7941,Analytics,region_2,Bachelors,Male,other,2 ,34 ,3 ,7 ,1 ,0 ,85 ,18 
8255,Finance,region_27,Bachelors,Female,other,1 ,28 ,4 ,6 ,1 ,0 ,72 ,15 
39861,HR,region_2,Bachelors,Female,sourcing,1 ,40 ,1 ,11 ,0 ,0 ,50 ,10 
10378,Finance,region_23,Masters,Male,sourcing,3 ,36 ,3 ,7 ,0 ,0 ,58 ,12 
3905,Analytics,region_7,Masters,Male,other,1 ,42 ,4 ,6 ,0 ,0 ,87 ,17 
37359,Sales & Marketing,region_22,Masters,Male,sourcing,2 ,36 ,1 ,10 ,0 ,0 ,45 ,9 
23546,Procurement,region_7,Bachelors,Female,sourcing,1 ,33 ,1 ,6 ,0 ,1 ,69 ,14 
75483,Technology,region_1,Masters,Female,sourcing,1 ,36 ,2 ,5 ,0 ,0 ,77 ,15 
50961,Sales & Marketing,region_10,Masters,Male,sourcing,1 ,34 ,1 ,7 ,0 ,0 ,46 ,9 
82,Sales & Marketing,region_13,Masters,Male,other,1 ,49 ,4 ,5 ,0 ,0 ,51 ,10 
61244,Technology,region_16,Bachelors,Female,other,1 ,33 ,3 ,5 ,0 ,0 ,81 ,16 
19859,Procurement,region_11,Masters,Female,other,1 ,38 ,5 ,4 ,1 ,0 ,67 ,14 
10260,Sales & Marketing,region_32,NIL,Male,other,1 ,28 ,1 ,5 ,0 ,0 ,47 ,9 
64373,Sales & Marketing,region_19,Bachelors,Male,sourcing,2 ,46 ,4 ,8 ,0 ,0 ,51 ,10 
62436,Operations,region_34,Bachelors,Male,sourcing,1 ,29 ,,1 ,1 ,0 ,64 ,13 
20739,Analytics,region_22,Bachelors,Male,other,2 ,24 ,,1 ,0 ,0 ,83 ,17 
10043,Operations,region_13,Masters,Male,other,1 ,52 ,5 ,17 ,0 ,0 ,70 ,14 
18640,Technology,region_23,Bachelors,Male,sourcing,1 ,31 ,5 ,6 ,1 ,1 ,93 ,19 
59299,Operations,region_22,Bachelors,Male,other,1 ,42 ,4 ,14 ,1 ,0 ,61 ,13 
24531,Operations,region_5,Masters,Male,other,1 ,39 ,3 ,10 ,0 ,0 ,58 ,12 
72844,Finance,region_2,Bachelors,Female,other,1 ,28 ,4 ,6 ,1 ,0 ,61 ,13 
59212,Sales & Marketing,region_22,Bachelors,Female,other,1 ,41 ,3 ,8 ,0 ,0 ,52 ,10 
1365,HR,region_2,Bachelors,Male,other,1 ,44 ,3 ,16 ,0 ,0 ,48 ,10 
56898,Sales & Marketing,region_2,Bachelors,Male,sourcing,1 ,38 ,3 ,4 ,1 ,0 ,46 ,10 
75734,Analytics,region_27,Bachelors,Male,other,1 ,29 ,5 ,3 ,1 ,0 ,86 ,18 
57182,HR,region_26,Bachelors,Female,sourcing,1 ,27 ,,1 ,0 ,0 ,48 ,10 
75283,Sales & Marketing,region_19,NIL,Male,sourcing,1 ,34 ,3 ,6 ,0 ,0 ,49 ,10 
8249,Finance,region_22,Bachelors,Female,other,1 ,26 ,,1 ,1 ,0 ,58 ,12 
53531,Operations,region_2,Masters,Male,sourcing,1 ,53 ,3 ,11 ,0 ,0 ,60 ,12 
40862,Sales & Marketing,region_4,Bachelors,Male,sourcing,2 ,27 ,1 ,4 ,0 ,0 ,48 ,10 
1083,Analytics,region_31,Bachelors,Male,other,1 ,37 ,3 ,6 ,1 ,0 ,83 ,17 
75994,Operations,region_26,Masters,Female,sourcing,1 ,32 ,4 ,6 ,1 ,0 ,59 ,12 
76167,Analytics,region_26,Bachelors,Male,other,1 ,32 ,3 ,7 ,0 ,0 ,86 ,17 
61330,Sales & Marketing,region_2,Masters,Male,other,2 ,37 ,3 ,3 ,1 ,0 ,53 ,11 
77524,Sales & Marketing,region_22,Bachelors,Male,other,1 ,48 ,4 ,3 ,0 ,0 ,52 ,10 
75714,Sales & Marketing,region_13,Bachelors,Male,other,1 ,32 ,4 ,3 ,0 ,0 ,55 ,11 
26588,Operations,region_7,Masters,Male,sourcing,2 ,34 ,4 ,10 ,0 ,0 ,60 ,12 
18532,HR,region_2,Bachelors,Male,other,1 ,31 ,3 ,2 ,0 ,0 ,48 ,10 
37620,Sales & Marketing,region_10,Masters,Male,other,1 ,32 ,4 ,3 ,0 ,0 ,48 ,10 
44010,Procurement,region_2,Masters,Male,other,1 ,45 ,1 ,3 ,1 ,0 ,70 ,15 
36990,Sales & Marketing,region_2,Bachelors,Female,other,2 ,35 ,1 ,7 ,0 ,0 ,48 ,10 
36140,Sales & Marketing,region_4,Masters,Male,sourcing,1 ,34 ,4 ,6 ,0 ,0 ,50 ,10 
60899,Procurement,region_4,Masters,Male,sourcing,1 ,55 ,4 ,10 ,0 ,0 ,68 ,14 
27390,Technology,region_33,Bachelors,Male,sourcing,1 ,48 ,3 ,6 ,0 ,0 ,81 ,16 
58054,Sales & Marketing,region_23,Masters,Male,other,1 ,35 ,5 ,6 ,1 ,0 ,49 ,10 
32807,Analytics,region_29,Bachelors,Male,other,2 ,32 ,1 ,7 ,0 ,0 ,87 ,17 
28737,HR,region_22,Masters,Male,other,1 ,39 ,3 ,4 ,0 ,0 ,46 ,9 
65681,R&D,region_25,Masters,Male,other,1 ,34 ,5 ,10 ,0 ,0 ,88 ,18 
50906,Technology,region_7,Bachelors,Male,other,1 ,24 ,,1 ,0 ,0 ,76 ,15 
65503,Finance,region_27,Bachelors,Male,sourcing,1 ,31 ,3 ,5 ,1 ,0 ,57 ,12 
48535,Sales & Marketing,region_15,Bachelors,Male,sourcing,2 ,28 ,4 ,8 ,1 ,0 ,47 ,10 
27930,Operations,region_5,Bachelors,Female,sourcing,1 ,33 ,3 ,4 ,0 ,0 ,63 ,13 
38789,Sales & Marketing,region_4,Bachelors,Female,other,1 ,33 ,4 ,3 ,0 ,0 ,49 ,10 
31674,Procurement,region_9,Bachelors,Male,sourcing,1 ,27 ,1 ,3 ,1 ,0 ,71 ,15 
27757,Sales & Marketing,region_2,NIL,Male,other,2 ,34 ,3 ,6 ,0 ,0 ,51 ,10 
42766,Procurement,region_13,Bachelors,Female,other,1 ,33 ,5 ,5 ,0 ,0 ,67 ,13 
37897,HR,region_23,Bachelors,Male,other,1 ,32 ,3 ,4 ,1 ,1 ,51 ,11 
69119,Operations,region_26,Bachelors,Female,other,1 ,34 ,5 ,5 ,1 ,0 ,59 ,12 
5726,Operations,region_15,Bachelors,Female,other,1 ,32 ,3 ,6 ,1 ,0 ,57 ,12 
52216,Procurement,region_7,Masters,Female,sourcing,1 ,47 ,3 ,4 ,0 ,0 ,69 ,14 
44275,Technology,region_2,Masters,Female,other,2 ,36 ,2 ,2 ,1 ,0 ,81 ,17 
11107,Legal,region_2,Bachelors,Male,sourcing,1 ,29 ,5 ,4 ,1 ,0 ,56 ,12 
23884,Sales & Marketing,region_2,Bachelors,Female,sourcing,1 ,42 ,3 ,3 ,1 ,1 ,48 ,10 
26426,Technology,region_2,Bachelors,Male,referred,1 ,27 ,,1 ,1 ,0 ,78 ,16 
29920,Analytics,region_34,Bachelors,Male,sourcing,1 ,28 ,3 ,5 ,0 ,0 ,77 ,15 
15498,Procurement,region_7,Masters,Male,sourcing,3 ,37 ,3 ,9 ,0 ,0 ,71 ,14 
45328,Sales & Marketing,region_2,Bachelors,Male,sourcing,1 ,45 ,5 ,16 ,1 ,0 ,52 ,11 
16825,Procurement,region_13,Masters,Male,sourcing,1 ,41 ,1 ,6 ,0 ,0 ,73 ,15 
66231,Procurement,region_17,Bachelors,Male,sourcing,1 ,28 ,4 ,3 ,0 ,0 ,67 ,13 
5588,Analytics,region_7,Bachelors,Male,other,1 ,33 ,5 ,4 ,1 ,0 ,85 ,18 
37414,Analytics,region_15,Bachelors,Male,other,1 ,40 ,5 ,11 ,0 ,0 ,87 ,17 
77673,Sales & Marketing,region_2,Bachelors,Male,other,2 ,58 ,1 ,6 ,0 ,0 ,46 ,9 
4070,Sales & Marketing,region_24,Bachelors,Male,other,1 ,37 ,2 ,2 ,0 ,0 ,46 ,9 
9505,Technology,region_22,Bachelors,Female,sourcing,1 ,29 ,,1 ,1 ,0 ,80 ,17 
39253,Sales & Marketing,region_30,Bachelors,Male,other,1 ,32 ,5 ,4 ,0 ,0 ,48 ,10 
41456,Analytics,region_2,Masters,Male,sourcing,1 ,40 ,3 ,11 ,0 ,0 ,87 ,17 
31058,Procurement,region_7,Bachelors,Female,other,2 ,28 ,5 ,2 ,1 ,0 ,70 ,15 
38578,Operations,region_15,Bachelors,Female,sourcing,1 ,31 ,5 ,5 ,0 ,0 ,61 ,12 
43795,Operations,region_15,Bachelors,Female,other,1 ,39 ,4 ,4 ,0 ,0 ,55 ,11 
54678,Finance,region_7,Bachelors,Male,other,1 ,34 ,3 ,5 ,0 ,0 ,58 ,12 
65031,Finance,region_22,Bachelors,Male,other,2 ,27 ,1 ,2 ,0 ,0 ,61 ,12 
20992,Operations,region_2,Bachelors,Female,other,1 ,33 ,4 ,8 ,0 ,0 ,71 ,14 
31580,Procurement,region_2,Bachelors,Male,other,1 ,51 ,3 ,6 ,1 ,0 ,70 ,15 
58329,Technology,region_13,Masters,Male,sourcing,1 ,54 ,3 ,14 ,0 ,0 ,79 ,16 
53150,Procurement,region_2,Bachelors,Female,other,1 ,29 ,4 ,4 ,0 ,0 ,67 ,13 
23235,Technology,region_2,Masters,Female,sourcing,1 ,56 ,5 ,16 ,1 ,0 ,79 ,16 
69006,Sales & Marketing,region_15,Bachelors,Male,sourcing,1 ,27 ,3 ,3 ,0 ,0 ,51 ,10 
60552,Operations,region_32,Bachelors,Male,other,1 ,33 ,3 ,6 ,1 ,0 ,56 ,12 
61900,Sales & Marketing,region_15,NIL,Male,other,1 ,23 ,,1 ,0 ,0 ,49 ,10 
16916,Sales & Marketing,region_7,Bachelors,Male,sourcing,1 ,41 ,1 ,5 ,1 ,0 ,46 ,10 
26477,Technology,region_23,Bachelors,Female,sourcing,1 ,33 ,3 ,5 ,0 ,0 ,78 ,16 
76994,Sales & Marketing,region_2,NIL,Male,other,2 ,27 ,4 ,2 ,1 ,0 ,48 ,10 
44827,Procurement,region_2,Bachelors,Female,other,1 ,56 ,4 ,24 ,0 ,0 ,67 ,13 
59193,Sales & Marketing,region_26,NIL,Male,other,1 ,26 ,,1 ,0 ,0 ,48 ,10 
44286,Procurement,region_23,Masters,Male,other,2 ,37 ,3 ,2 ,0 ,0 ,70 ,14 
74490,Technology,region_2,Bachelors,Female,sourcing,2 ,28 ,3 ,2 ,0 ,0 ,81 ,16 
28192,Technology,region_7,Masters,Male,referred,1 ,47 ,3 ,4 ,1 ,0 ,81 ,17 
9681,Procurement,region_13,Bachelors,Male,other,1 ,29 ,,1 ,0 ,0 ,71 ,14 
58502,Operations,region_2,Bachelors,Female,other,2 ,33 ,3 ,5 ,0 ,0 ,56 ,11 
5062,Legal,region_13,Bachelors,Male,other,1 ,26 ,,1 ,0 ,0 ,58 ,12 
17033,Operations,region_13,Bachelors,Male,sourcing,1 ,35 ,4 ,4 ,0 ,0 ,62 ,12 
77867,Finance,region_23,Masters,Male,other,1 ,40 ,5 ,6 ,1 ,0 ,56 ,12 
54785,Operations,region_27,Bachelors,Female,other,1 ,40 ,3 ,12 ,0 ,0 ,61 ,12 
12623,Sales & Marketing,region_22,Bachelors,Male,other,1 ,20 ,2 ,2 ,0 ,0 ,47 ,9 
17622,Procurement,region_2,Bachelors,Female,other,1 ,40 ,3 ,6 ,0 ,0 ,68 ,14 
43147,Operations,region_27,Masters,Male,sourcing,1 ,47 ,3 ,7 ,0 ,0 ,61 ,12 
61241,R&D,region_27,Masters,Male,sourcing,1 ,33 ,1 ,8 ,0 ,0 ,83 ,17 
50740,Sales & Marketing,region_2,Masters,Female,other,1 ,37 ,4 ,3 ,1 ,0 ,46 ,10 
8089,Sales & Marketing,region_24,Bachelors,Male,sourcing,1 ,31 ,1 ,3 ,0 ,0 ,49 ,10 
60024,Sales & Marketing,region_30,Bachelors,Male,other,1 ,28 ,,1 ,0 ,0 ,49 ,10 
70383,Operations,region_32,Bachelors,Male,other,1 ,40 ,2 ,6 ,1 ,0 ,62 ,13 
54320,Technology,region_7,Bachelors,Female,other,1 ,35 ,3 ,3 ,0 ,0 ,80 ,16 
51413,Operations,region_28,Bachelors,Male,other,1 ,25 ,4 ,3 ,1 ,0 ,58 ,12 
21597,Sales & Marketing,region_2,Masters,Male,sourcing,1 ,33 ,5 ,3 ,0 ,0 ,47 ,9 
49461,HR,region_2,Masters,Male,other,1 ,43 ,5 ,5 ,1 ,0 ,53 ,11 
35329,Operations,region_7,Masters,Male,sourcing,1 ,32 ,2 ,7 ,0 ,0 ,62 ,12 
60162,Operations,region_22,Bachelors,Male,sourcing,1 ,36 ,5 ,3 ,1 ,0 ,57 ,12 
1242,Analytics,region_34,Bachelors,Male,other,2 ,27 ,,1 ,0 ,0 ,83 ,17 
14401,HR,region_2,Masters,Female,other,1 ,46 ,3 ,10 ,0 ,0 ,47 ,9 
44085,Sales & Marketing,region_7,Bachelors,Female,sourcing,2 ,30 ,1 ,3 ,0 ,0 ,49 ,10 
46389,Legal,region_31,Masters,Male,sourcing,1 ,35 ,3 ,7 ,0 ,0 ,60 ,12 
59589,Technology,region_2,Masters,Female,other,2 ,35 ,3 ,9 ,0 ,0 ,81 ,16 
36005,Procurement,region_7,Masters,Male,sourcing,1 ,57 ,1 ,16 ,1 ,0 ,73 ,15 
31832,Operations,region_22,Bachelors,Male,other,2 ,34 ,3 ,3 ,0 ,0 ,64 ,13 
33652,Sales & Marketing,region_4,Bachelors,Male,sourcing,1 ,26 ,5 ,4 ,0 ,0 ,48 ,10 
67715,Sales & Marketing,region_32,Bachelors,Male,other,1 ,29 ,5 ,2 ,0 ,0 ,49 ,10 
43102,Sales & Marketing,region_32,Bachelors,Female,sourcing,1 ,29 ,3 ,3 ,0 ,0 ,50 ,10 
45375,Legal,region_22,Bachelors,Male,referred,1 ,29 ,3 ,4 ,0 ,0 ,55 ,11 
30249,Sales & Marketing,region_2,Masters,Male,other,1 ,54 ,4 ,27 ,0 ,0 ,54 ,11 
59029,Operations,region_32,Bachelors,Male,sourcing,1 ,33 ,3 ,7 ,0 ,0 ,60 ,12 
58084,Operations,region_2,Bachelors,Female,other,1 ,49 ,4 ,11 ,0 ,0 ,58 ,12 
16222,Technology,region_10,Bachelors,Male,other,1 ,26 ,3 ,3 ,0 ,0 ,80 ,16 
46040,Technology,region_10,Bachelors,Male,other,1 ,33 ,3 ,6 ,0 ,0 ,82 ,16 
37559,Operations,region_6,Bachelors,Male,sourcing,2 ,33 ,3 ,7 ,0 ,0 ,60 ,12 
35361,Operations,region_2,Bachelors,Male,sourcing,1 ,41 ,3 ,10 ,0 ,0 ,61 ,12 
47379,Sales & Marketing,region_4,Masters,Male,other,1 ,34 ,2 ,2 ,0 ,0 ,44 ,9 
56753,R&D,region_4,Masters,Male,other,1 ,30 ,3 ,6 ,0 ,0 ,87 ,17 
14899,Operations,region_15,Bachelors,Male,other,1 ,35 ,4 ,9 ,1 ,0 ,60 ,13 
5531,Operations,region_2,Bachelors,Female,sourcing,2 ,29 ,5 ,2 ,1 ,0 ,62 ,13 
23664,HR,region_2,Masters,Female,other,1 ,47 ,4 ,5 ,1 ,0 ,47 ,10 
2228,Technology,region_28,Bachelors,Female,other,1 ,26 ,1 ,3 ,0 ,0 ,77 ,15 
57043,Analytics,region_22,Bachelors,Male,sourcing,1 ,32 ,3 ,6 ,0 ,0 ,83 ,17 
61379,Operations,region_2,Masters,Female,sourcing,1 ,51 ,3 ,7 ,0 ,0 ,63 ,13 
55229,Procurement,region_13,Masters,Male,other,1 ,46 ,2 ,6 ,0 ,0 ,71 ,14 
63298,Procurement,region_22,Bachelors,Female,other,1 ,29 ,,1 ,0 ,0 ,67 ,13 
76085,Technology,region_27,Bachelors,Male,sourcing,1 ,37 ,4 ,6 ,1 ,0 ,82 ,17 
30443,Analytics,region_28,Masters,Male,other,2 ,41 ,5 ,7 ,1 ,0 ,86 ,18 
16137,Sales & Marketing,region_6,Bachelors,Male,other,1 ,38 ,3 ,14 ,0 ,0 ,46 ,9 
61857,Sales & Marketing,region_13,Masters,Male,sourcing,1 ,45 ,3 ,7 ,1 ,0 ,50 ,11 
2617,Operations,region_2,Bachelors,Female,other,1 ,39 ,4 ,13 ,1 ,0 ,60 ,13 
38238,Finance,region_7,Masters,Male,sourcing,1 ,33 ,1 ,7 ,0 ,0 ,64 ,13 
1589,Sales & Marketing,region_10,Masters,Male,sourcing,1 ,38 ,5 ,9 ,0 ,0 ,52 ,10 
50386,Sales & Marketing,region_16,Bachelors,Male,other,1 ,26 ,5 ,2 ,0 ,0 ,48 ,10 
26816,Procurement,region_13,Bachelors,Male,sourcing,1 ,31 ,5 ,6 ,0 ,0 ,71 ,14 
42761,Procurement,region_31,Masters,Male,other,1 ,37 ,5 ,5 ,1 ,0 ,73 ,15 
50011,Sales & Marketing,region_26,Bachelors,Male,sourcing,1 ,31 ,5 ,3 ,0 ,0 ,48 ,10 
43450,Analytics,region_22,Bachelors,Male,sourcing,1 ,26 ,,1 ,1 ,0 ,87 ,18 
3242,Sales & Marketing,region_19,Bachelors,Male,sourcing,1 ,28 ,2 ,2 ,0 ,0 ,54 ,11 
58320,Finance,region_2,Masters,Male,sourcing,1 ,34 ,1 ,8 ,0 ,0 ,58 ,12 
72514,Procurement,region_16,Masters,Male,other,2 ,34 ,3 ,2 ,0 ,0 ,68 ,14 
40640,Procurement,region_27,Masters,Male,sourcing,1 ,42 ,4 ,4 ,1 ,0 ,76 ,16 
68285,Finance,region_2,Masters,Female,other,1 ,50 ,3 ,4 ,0 ,0 ,56 ,11 
37528,Sales & Marketing,region_1,NIL,Male,sourcing,1 ,29 ,2 ,5 ,0 ,0 ,47 ,9 
25862,HR,region_2,Masters,Female,sourcing,1 ,42 ,5 ,5 ,0 ,0 ,50 ,10 
22322,Operations,region_27,Bachelors,Male,other,1 ,47 ,3 ,18 ,0 ,0 ,59 ,12 
21841,Procurement,region_21,Bachelors,Male,sourcing,1 ,29 ,3 ,4 ,1 ,0 ,70 ,15 
60125,Operations,region_2,Bachelors,Female,other,1 ,31 ,3 ,3 ,1 ,0 ,59 ,12 
